Country;Age_group;Sex;COP;n;x;Prevalence;lower;upper;p_value_Age_group;p_value_Sex
DK;40-49;Females;TT<0.01;123;0;0;0;3.05;;
DK;40-49;Total;TT<0.01;249;1;0.4;0.02;2.31;;1
DK;50-59;Males;TT<0.01;126;0;0;0;2.98;;
DK;50-59;Females;TT<0.01;116;0;0;0;3.24;;
DK;50-59;Total;TT<0.01;242;0;0;0;1.55;;1
DK;Total;Males;TT<0.01;252;1;0.4;0.02;2.28;1;
DK;Total;Females;TT<0.01;239;0;0;0;1.57;1;
DK;Total;Total;TT<0.01;491;1;0.2;0.01;1.17;1;1
FI;40-49;Males;TT<0.01;116;0;0;0;3.24;;
FI;40-49;Females;TT<0.01;134;0;0;0;2.8;;
FI;40-49;Total;TT<0.01;250;0;0;0;1.5;;1
FI;50-59;Males;TT<0.01;114;0;0;0;3.3;;
FI;50-59;Females;TT<0.01;136;0;0;0;2.76;;
FI;50-59;Total;TT<0.01;250;0;0;0;1.5;;1
FI;Total;Males;TT<0.01;230;0;0;0;1.64;1;
FI;Total;Females;TT<0.01;270;0;0;0;1.39;1;
FI;Total;Total;TT<0.01;500;0;0;0;0.75;1;1
FR;40-49;Males;TT<0.01;149;0;0;0;2.52;;
FR;40-49;Females;TT<0.01;150;0;0;0;2.51;;
FR;40-49;Total;TT<0.01;299;0;0;0;1.26;;1
FR;50-59;Males;TT<0.01;149;0;0;0;2.52;;
FR;50-59;Females;TT<0.01;149;0;0;0;2.52;;
FR;50-59;Total;TT<0.01;298;0;0;0;1.26;;1
FR;Total;Males;TT<0.01;298;0;0;0;1.26;1;
FR;Total;Females;TT<0.01;299;0;0;0;1.26;1;
FR;Total;Total;TT<0.01;597;0;0;0;0.63;1;1
GR;40-49;Males;TT<0.01;0;0;;;;;
GR;40-49;Females;TT<0.01;0;0;;;;;
GR;40-49;Total;TT<0.01;250;0;0;0;1.5;;
GR;50-59;Males;TT<0.01;0;0;;;;;
GR;50-59;Females;TT<0.01;0;0;;;;;
GR;50-59;Total;TT<0.01;250;12;4.8;2.71;8.33;;
GR;Total;Males;TT<0.01;0;0;;;;;
GR;Total;Females;TT<0.01;0;0;;;;;
GR;Total;Total;TT<0.01;501;12;2.4;1.34;4.16;4.265679963686578e-4;
HU;40-49;Males;TT<0.01;128;0;0;0;2.94;;
HU;40-49;Females;TT<0.01;132;0;0;0;2.85;;
HU;40-49;Total;TT<0.01;260;0;0;0;1.45;;1
HU;50-59;Males;TT<0.01;137;0;0;0;2.74;;
HU;50-59;Females;TT<0.01;136;0;0;0;2.76;;
HU;50-59;Total;TT<0.01;273;0;0;0;1.38;;1
HU;Total;Males;TT<0.01;265;0;0;0;1.42;1;
HU;Total;Females;TT<0.01;268;0;0;0;1.4;1;
HU;Total;Total;TT<0.01;533;0;0;0;0.71;1;1
IE;40-49;Males;TT<0.01;125;1;0.8;0.04;4.27;;
IE;40-49;Females;TT<0.01;125;0;0;0;3.01;;
IE;40-49;Total;TT<0.01;250;1;0.4;0.02;2.3;;1
IE;50-59;Males;TT<0.01;124;2;1.61;0.29;5.87;;
IE;50-59;Females;TT<0.01;124;3;2.42;0.66;7.09;;
IE;50-59;Total;TT<0.01;249;5;2.01;0.79;4.56;;1
IE;Total;Males;TT<0.01;249;3;1.2;0.33;3.53;0.6219696600165845;
IE;Total;Females;TT<0.01;249;3;1.2;0.33;3.53;0.12199404907077704;
IE;Total;Total;TT<0.01;499;6;1.2;0.52;2.58;0.12236979293627796;1
LV;40-49;Males;TT<0.01;132;0;0;0;2.85;;
LV;40-49;Females;TT<0.01;118;0;0;0;3.18;;
LV;40-49;Total;TT<0.01;250;0;0;0;1.5;;1
LV;50-59;Males;TT<0.01;124;0;0;0;3.03;;
LV;50-59;Females;TT<0.01;126;0;0;0;2.98;;
LV;50-59;Total;TT<0.01;250;0;0;0;1.5;;1
LV;Total;Males;TT<0.01;256;0;0;0;1.47;1;
LV;Total;Females;TT<0.01;244;0;0;0;1.54;1;
LV;Total;Total;TT<0.01;500;0;0;0;0.75;1;1
LT;40-49;Males;TT<0.01;116;1;0.86;0.04;4.61;;
LT;40-49;Females;TT<0.01;134;0;0;0;2.8;;
LT;40-49;Total;TT<0.01;250;1;0.4;0.02;2.3;;0.4639999999999999
LT;50-59;Males;TT<0.01;94;0;0;0;4;;
LT;50-59;Females;TT<0.01;156;2;1.28;0.23;4.67;;
LT;50-59;Total;TT<0.01;250;2;0.8;0.14;2.92;;0.5288674698795182
LT;Total;Males;TT<0.01;210;1;0.48;0.02;2.74;1;
LT;Total;Females;TT<0.01;290;2;0.69;0.12;2.51;0.5011573797876148;
LT;Total;Total;TT<0.01;500;3;0.6;0.16;1.76;1;1
NL;40-49;Males;TT<0.01;318;1;0.31;0.02;1.81;;
NL;40-49;Females;TT<0.01;512;3;0.59;0.16;1.72;;
NL;40-49;Total;TT<0.01;830;4;0.48;0.16;1.24;;1
NL;50-59;Males;TT<0.01;334;0;0;0;1.13;;
NL;50-59;Females;TT<0.01;480;1;0.21;0.01;1.2;;
NL;50-59;Total;TT<0.01;814;1;0.12;0.01;0.71;;1
NL;Total;Males;TT<0.01;652;1;0.15;0.01;0.88;0.48773006134969327;
NL;Total;Females;TT<0.01;992;4;0.4;0.14;1.04;0.6250252282402294;
NL;Total;Total;TT<0.01;1644;5;0.3;0.12;0.72;0.3743571828051987;0.6539139078738205
NO;40-49;Males;TT<0.01;0;0;;;;;
NO;40-49;Females;TT<0.01;0;0;;;;;
NO;40-49;Total;TT<0.01;251;0;0;0;1.5;;
NO;50-59;Males;TT<0.01;0;0;;;;;
NO;50-59;Females;TT<0.01;0;0;;;;;
NO;50-59;Total;TT<0.01;251;1;0.4;0.02;2.29;;
NO;Total;Males;TT<0.01;0;0;;;;;
NO;Total;Females;TT<0.01;0;0;;;;;
NO;Total;Total;TT<0.01;502;1;0.2;0.01;1.15;1;
PT;40-49;Males;TT<0.01;125;0;0;0;3.01;;
PT;40-49;Females;TT<0.01;125;0;0;0;3.01;;
PT;40-49;Total;TT<0.01;250;0;0;0;1.5;;1
PT;50-59;Males;TT<0.01;125;0;0;0;3.01;;
PT;50-59;Females;TT<0.01;125;0;0;0;3.01;;
PT;50-59;Total;TT<0.01;250;0;0;0;1.5;;1
PT;Total;Males;TT<0.01;250;0;0;0;1.5;1;
PT;Total;Females;TT<0.01;250;0;0;0;1.5;1;
PT;Total;Total;TT<0.01;500;0;0;0;0.75;1;1
RO;40-49;Males;TT<0.01;126;0;0;0;2.98;;
RO;40-49;Females;TT<0.01;126;0;0;0;2.98;;
RO;40-49;Total;TT<0.01;252;0;0;0;1.49;;1
RO;50-59;Males;TT<0.01;126;0;0;0;2.98;;
RO;50-59;Females;TT<0.01;126;1;0.79;0.04;4.24;;
RO;50-59;Total;TT<0.01;252;1;0.4;0.02;2.28;;1
RO;Total;Males;TT<0.01;252;0;0;0;1.49;1;
RO;Total;Females;TT<0.01;252;1;0.4;0.02;2.28;1;
RO;Total;Total;TT<0.01;504;1;0.2;0.01;1.14;1;1
SK;40-49;Males;TT<0.01;125;0;0;0;3.01;;
SK;40-49;Females;TT<0.01;125;0;0;0;3.01;;
SK;40-49;Total;TT<0.01;250;0;0;0;1.5;;1
SK;50-59;Males;TT<0.01;125;0;0;0;3.01;;
SK;50-59;Females;TT<0.01;125;1;0.8;0.04;4.27;;
SK;50-59;Total;TT<0.01;250;1;0.4;0.02;2.3;;1
SK;Total;Males;TT<0.01;250;0;0;0;1.5;1;
SK;Total;Females;TT<0.01;250;1;0.4;0.02;2.3;1;
SK;Total;Total;TT<0.01;500;1;0.2;0.01;1.15;1;1
SI;40-49;Males;TT<0.01;122;0;0;0;3.08;;
SI;40-49;Females;TT<0.01;141;0;0;0;2.67;;
SI;40-49;Total;TT<0.01;263;0;0;0;1.43;;1
SI;50-59;Males;TT<0.01;117;0;0;0;3.21;;
SI;50-59;Females;TT<0.01;144;0;0;0;2.61;;
SI;50-59;Total;TT<0.01;261;0;0;0;1.44;;1
SI;Total;Males;TT<0.01;239;0;0;0;1.57;1;
SI;Total;Females;TT<0.01;285;0;0;0;1.32;1;
SI;Total;Total;TT<0.01;524;0;0;0;0.72;1;1
SE;40-49;Males;TT<0.01;124;0;0;0;3.03;;
SE;40-49;Females;TT<0.01;129;0;0;0;2.91;;
SE;40-49;Total;TT<0.01;253;0;0;0;1.49;;1
SE;50-59;Males;TT<0.01;114;0;0;0;3.3;;
SE;50-59;Females;TT<0.01;137;1;0.73;0.04;3.9;;
SE;50-59;Total;TT<0.01;251;1;0.4;0.02;2.29;;1
SE;Total;Males;TT<0.01;238;0;0;0;1.58;1;
SE;Total;Females;TT<0.01;266;1;0.38;0.02;2.16;1;
SE;Total;Total;TT<0.01;504;1;0.2;0.01;1.14;0.49801587301587297;1
UK;40-49;Males;TT<0.01;131;1;0.76;0.04;4.08;;
UK;40-49;Females;TT<0.01;119;2;1.68;0.3;6.12;;
UK;40-49;Total;TT<0.01;250;3;1.2;0.33;3.52;;0.6061853867081228
UK;50-59;Males;TT<0.01;129;0;0;0;2.91;;
UK;50-59;Females;TT<0.01;118;1;0.85;0.04;4.53;;
UK;50-59;Total;TT<0.01;249;1;0.4;0.02;2.31;;0.4777327935222671
UK;Total;Males;TT<0.01;260;1;0.38;0.02;2.21;1;
UK;Total;Females;TT<0.01;237;3;1.27;0.35;3.71;1;
UK;Total;Total;TT<0.01;499;4;0.8;0.27;2.06;0.6234924577525272;0.3518692025590805
AT;40-49;Males;TT<0.1;107;2;1.87;0.33;6.8;;
AT;40-49;Females;TT<0.1;143;2;1.4;0.25;5.09;;
AT;40-49;Total;TT<0.1;250;4;1.6;0.55;4.12;;1
AT;50-59;Males;TT<0.1;114;0;0;0;3.3;;
AT;50-59;Females;TT<0.1;136;4;2.94;1.01;7.25;;
AT;50-59;Total;TT<0.1;250;4;1.6;0.55;4.12;;0.1278093814463811
AT;Total;Males;TT<0.1;221;2;0.9;0.16;3.3;0.23327848621966255;
AT;Total;Females;TT<0.1;279;6;2.15;0.94;4.6;0.43762894321965123;
AT;Total;Total;TT<0.1;500;8;1.6;0.75;3.16;1;0.4757335755617605
BE;40-49;Males;TT<0.1;98;4;4.08;1.41;10.06;;
BE;40-49;Females;TT<0.1;154;11;7.14;3.73;12.56;;
BE;40-49;Total;TT<0.1;252;15;5.95;3.49;9.66;;0.4173357706324291
BE;50-59;Males;TT<0.1;106;5;4.72;1.88;10.7;;
BE;50-59;Females;TT<0.1;146;17;11.64;7.09;18.06;;
BE;50-59;Total;TT<0.1;252;22;8.73;5.68;12.85;;0.07007917725236132
BE;Total;Males;TT<0.1;204;9;4.41;2.22;8.25;1;
BE;Total;Females;TT<0.1;300;28;9.33;6.45;13.13;0.23366395541446053;
BE;Total;Total;TT<0.1;504;37;7.34;5.33;9.99;0.30548360547112835;0.038236343927603354
DK;40-49;Males;TT<0.1;126;2;1.59;0.28;5.78;;
DK;40-49;Females;TT<0.1;123;8;6.5;3.05;12.48;;
DK;40-49;Total;TT<0.1;249;10;4.02;2.15;7.36;;0.0577249938921346
DK;50-59;Males;TT<0.1;126;3;2.38;0.65;6.98;;
DK;50-59;Females;TT<0.1;116;11;9.48;5.02;16.28;;
DK;50-59;Total;TT<0.1;242;14;5.79;3.41;9.45;;0.02535462446020282
DK;Total;Males;TT<0.1;252;5;1.98;0.78;4.51;1.0000000000000002;
DK;Total;Females;TT<0.1;239;19;7.95;4.95;12.08;0.4761109806735349;
DK;Total;Total;TT<0.1;491;24;4.89;3.22;7.2;0.4072129606134637;0.0027154746477925443
FI;40-49;Males;TT<0.1;116;0;0;0;3.24;;
FI;40-49;Females;TT<0.1;134;1;0.75;0.04;3.99;;
FI;40-49;Total;TT<0.1;250;1;0.4;0.02;2.3;;1
FI;50-59;Males;TT<0.1;114;1;0.88;0.04;4.69;;
FI;50-59;Females;TT<0.1;136;0;0;0;2.76;;
FI;50-59;Total;TT<0.1;250;1;0.4;0.02;2.3;;0.45599999999999996
FI;Total;Males;TT<0.1;230;1;0.43;0.02;2.5;0.4956521739130435;
FI;Total;Females;TT<0.1;270;1;0.37;0.02;2.13;0.49629629629629624;
FI;Total;Total;TT<0.1;500;2;0.4;0.07;1.46;0.9999999999999999;1
FR;40-49;Males;TT<0.1;149;3;2.01;0.55;5.9;;
FR;40-49;Females;TT<0.1;150;5;3.33;1.32;7.57;;
FR;40-49;Total;TT<0.1;299;8;2.68;1.26;5.29;;0.7228484185886205
FR;50-59;Males;TT<0.1;149;3;2.01;0.55;5.9;;
FR;50-59;Females;TT<0.1;149;7;4.7;2.23;9.31;;
FR;50-59;Total;TT<0.1;298;10;3.36;1.79;6.15;;0.33535070424871277
FR;Total;Males;TT<0.1;298;6;2.01;0.88;4.31;1;
FR;Total;Females;TT<0.1;299;12;4.01;2.26;6.97;0.5724305772673618;
FR;Total;Total;TT<0.1;597;18;3.02;1.89;4.75;0.6421841337898371;0.23069524693359827
GR;40-49;Males;TT<0.1;0;0;;;;;
GR;40-49;Females;TT<0.1;0;0;;;;;
GR;40-49;Total;TT<0.1;250;29;11.6;8.15;16.16;;
GR;50-59;Males;TT<0.1;0;0;;;;;
GR;50-59;Females;TT<0.1;0;0;;;;;
GR;50-59;Total;TT<0.1;250;78;31.2;25.59;37.19;;
GR;Total;Males;TT<0.1;0;0;;;;;
GR;Total;Females;TT<0.1;0;0;;;;;
GR;Total;Total;TT<0.1;501;107;21.36;17.94;25.23;1.1122896938777358e-7;
HU;40-49;Males;TT<0.1;128;2;1.56;0.28;5.69;;
HU;40-49;Females;TT<0.1;132;5;3.79;1.5;8.6;;
HU;40-49;Total;TT<0.1;260;7;2.69;1.27;5.51;;0.4471150450167521
HU;50-59;Males;TT<0.1;137;0;0;0;2.74;;
HU;50-59;Females;TT<0.1;136;6;4.41;1.94;9.44;;
HU;50-59;Total;TT<0.1;273;6;2.2;0.96;4.71;;0.014445170188047318
HU;Total;Males;TT<0.1;265;2;0.75;0.13;2.75;0.2323613493424814;
HU;Total;Females;TT<0.1;268;11;4.1;2.15;7.22;0.9999999999999999;
HU;Total;Total;TT<0.1;533;13;2.44;1.37;4.19;0.7836332007118252;0.020934244294741527
IE;40-49;Males;TT<0.1;125;14;11.2;6.69;17.92;;
IE;40-49;Females;TT<0.1;125;18;14.4;9.08;21.91;;
IE;40-49;Total;TT<0.1;250;32;12.8;9.15;17.56;;0.5706496616480955
IE;50-59;Males;TT<0.1;124;17;13.71;8.45;20.89;;
IE;50-59;Females;TT<0.1;124;36;29.03;21.67;37.87;;
IE;50-59;Total;TT<0.1;249;53;21.29;16.59;26.88;;0.004988161086145829
IE;Total;Males;TT<0.1;249;31;12.45;8.78;17.22;0.5706496616480953;
IE;Total;Females;TT<0.1;249;54;21.69;16.82;27.28;0.0056790842897170854;
IE;Total;Total;TT<0.1;499;85;17.03;13.9;20.62;0.01250983693116843;0.008513413265312372
LV;40-49;Males;TT<0.1;132;1;0.76;0.04;4.05;;
LV;40-49;Females;TT<0.1;118;1;0.85;0.04;4.53;;
LV;40-49;Total;TT<0.1;250;2;0.8;0.14;2.92;;1
LV;50-59;Males;TT<0.1;124;1;0.81;0.04;4.31;;
LV;50-59;Females;TT<0.1;126;8;6.35;2.98;12.18;;
LV;50-59;Total;TT<0.1;250;9;3.6;1.81;6.74;;0.03577525834976694
LV;Total;Males;TT<0.1;256;2;0.78;0.14;2.85;1;
LV;Total;Females;TT<0.1;244;9;3.69;1.85;6.9;0.036526285428726775;
LV;Total;Total;TT<0.1;500;11;2.2;1.15;3.87;0.06253545591969663;0.032802608290972576
LT;40-49;Males;TT<0.1;116;7;6.03;2.87;11.96;;
LT;40-49;Females;TT<0.1;134;2;1.49;0.27;5.43;;
LT;40-49;Total;TT<0.1;250;9;3.6;1.81;6.74;;0.08573757810824116
LT;50-59;Males;TT<0.1;94;5;5.32;2.12;12.06;;
LT;50-59;Females;TT<0.1;156;16;10.26;6.32;15.96;;
LT;50-59;Total;TT<0.1;250;21;8.4;5.47;12.55;;0.2396887236801177
LT;Total;Males;TT<0.1;210;12;5.71;3.24;9.7;1;
LT;Total;Females;TT<0.1;290;18;6.21;3.92;9.61;0.002417980472604698;
LT;Total;Total;TT<0.1;500;30;6;4.17;8.47;0.03672464335834159;0.8513831654572408
NL;40-49;Males;TT<0.1;318;12;3.77;2.13;6.55;;
NL;40-49;Females;TT<0.1;512;26;5.08;3.42;7.39;;
NL;40-49;Total;TT<0.1;830;38;4.58;3.29;6.25;;0.4948099370784564
NL;50-59;Males;TT<0.1;334;13;3.89;2.18;6.54;;
NL;50-59;Females;TT<0.1;480;34;7.08;5.08;9.76;;
NL;50-59;Total;TT<0.1;814;47;5.77;4.34;7.6;;0.06624079716140749
NL;Total;Males;TT<0.1;652;25;3.83;2.58;5.65;1;
NL;Total;Females;TT<0.1;992;60;6.05;4.68;7.7;0.23016557812404256;
NL;Total;Total;TT<0.1;1644;85;5.17;4.19;6.35;0.3161937308939975;0.05274482819735969
NO;40-49;Males;TT<0.1;0;0;;;;;
NO;40-49;Females;TT<0.1;0;0;;;;;
NO;40-49;Total;TT<0.1;251;9;3.59;1.8;6.71;;
NO;50-59;Males;TT<0.1;0;0;;;;;
NO;50-59;Females;TT<0.1;0;0;;;;;
NO;50-59;Total;TT<0.1;251;17;6.77;4.1;10.7;;
NO;Total;Males;TT<0.1;0;0;;;;;
NO;Total;Females;TT<0.1;0;0;;;;;
NO;Total;Total;TT<0.1;502;26;5.18;3.49;7.54;0.1574470529085903;
PT;40-49;Males;TT<0.1;125;1;0.8;0.04;4.27;;
PT;40-49;Females;TT<0.1;125;0;0;0;3.01;;
PT;40-49;Total;TT<0.1;250;1;0.4;0.02;2.3;;1
PT;50-59;Males;TT<0.1;125;0;0;0;3.01;;
PT;50-59;Females;TT<0.1;125;1;0.8;0.04;4.27;;
PT;50-59;Total;TT<0.1;250;1;0.4;0.02;2.3;;1
PT;Total;Males;TT<0.1;250;1;0.4;0.02;2.3;1;
PT;Total;Females;TT<0.1;250;1;0.4;0.02;2.3;1;
PT;Total;Total;TT<0.1;500;2;0.4;0.07;1.46;0.9999999999999999;0.9999999999999999
RO;40-49;Males;TT<0.1;126;5;3.97;1.58;9.01;;
RO;40-49;Females;TT<0.1;126;5;3.97;1.58;9.01;;
RO;40-49;Total;TT<0.1;252;10;3.97;2.12;7.27;;1
RO;50-59;Males;TT<0.1;126;10;7.94;4.24;14.17;;
RO;50-59;Females;TT<0.1;126;21;16.67;11.01;24.14;;
RO;50-59;Total;TT<0.1;252;31;12.3;8.67;17.02;;0.05375981588377052
RO;Total;Males;TT<0.1;252;15;5.95;3.49;9.66;0.2867952928566136;
RO;Total;Females;TT<0.1;252;26;10.32;7.09;14.83;0.001445077216230572;
RO;Total;Total;TT<0.1;504;41;8.13;6.03;10.89;9.071864780459462e-4;0.10224731119781476
SK;40-49;Males;TT<0.1;125;1;0.8;0.04;4.27;;
SK;40-49;Females;TT<0.1;125;4;3.2;1.1;7.89;;
SK;40-49;Total;TT<0.1;250;5;2;0.79;4.54;;0.36994943336097424
SK;50-59;Males;TT<0.1;125;0;0;0;3.01;;
SK;50-59;Females;TT<0.1;125;3;2.4;0.66;7.03;;
SK;50-59;Total;TT<0.1;250;3;1.2;0.33;3.52;;0.2469879518072289
SK;Total;Males;TT<0.1;250;1;0.4;0.02;2.3;1;
SK;Total;Females;TT<0.1;250;7;2.8;1.32;5.73;0.9999999999999999;
SK;Total;Total;TT<0.1;500;8;1.6;0.75;3.16;0.7243506360846833;0.06812731166692927
SI;40-49;Males;TT<0.1;122;0;0;0;3.08;;
SI;40-49;Females;TT<0.1;141;1;0.71;0.04;3.79;;
SI;40-49;Total;TT<0.1;263;1;0.38;0.02;2.19;;1
SI;50-59;Males;TT<0.1;117;0;0;0;3.21;;
SI;50-59;Females;TT<0.1;144;4;2.78;0.95;6.85;;
SI;50-59;Total;TT<0.1;261;4;1.53;0.53;3.95;;0.1301613447563729
SI;Total;Males;TT<0.1;239;0;0;0;1.57;1;
SI;Total;Females;TT<0.1;285;5;1.75;0.69;4.14;0.37071564593063316;
SI;Total;Total;TT<0.1;524;5;0.95;0.38;2.25;0.21517351541197066;0.06612508890392049
SE;40-49;Males;TT<0.1;124;2;1.61;0.29;5.87;;
SE;40-49;Females;TT<0.1;129;12;9.3;5.32;15.78;;
SE;40-49;Total;TT<0.1;253;14;5.53;3.26;9.04;;0.010879085953297668
SE;50-59;Males;TT<0.1;114;6;5.26;2.32;11.25;;
SE;50-59;Females;TT<0.1;137;10;7.3;3.9;13.04;;
SE;50-59;Total;TT<0.1;251;16;6.37;3.91;10.11;;0.6085767893853978
SE;Total;Males;TT<0.1;238;8;3.36;1.58;6.46;0.15735507602899043;
SE;Total;Females;TT<0.1;266;22;8.27;5.38;12.18;0.6576864294771032;
SE;Total;Total;TT<0.1;504;30;5.95;4.13;8.4;0.710870570321265;0.02320541233077856
UK;40-49;Males;TT<0.1;131;10;7.63;4.08;13.63;;
UK;40-49;Females;TT<0.1;119;9;7.56;3.84;13.77;;
UK;40-49;Total;TT<0.1;250;19;7.6;4.72;11.55;;1
UK;50-59;Males;TT<0.1;129;9;6.98;3.54;12.7;;
UK;50-59;Females;TT<0.1;118;12;10.17;5.82;17.25;;
UK;50-59;Total;TT<0.1;249;22;8.84;5.75;13.01;;0.49417499338437165
UK;Total;Males;TT<0.1;260;19;7.31;4.53;11.11;1;
UK;Total;Females;TT<0.1;237;21;8.86;5.78;13.24;0.5028101331954963;
UK;Total;Total;TT<0.1;499;41;8.22;6.09;11;0.6290808201502648;0.6210073072821257
