Antigen;Country;Age_group;Sex;GMC;lower;upper;p_value_Age_group;p_value_Sex
PT;LV;50-59;Total;11.055361834106858;9.224511509600678;13.249593233833735;;0.11718682144426562
PT;LV;Total;Males;8.57922838233723;7.179956017897971;10.251199234762028;0.24480571568999127;
PT;LV;Total;Females;9.044495485234387;7.536665703264504;10.853990584588662;1.3331409160059903e-4;
PT;LV;Total;Total;8.803209842590794;7.743739122843206;10.007633560908708;4.888591315136553e-4;0.6846279295757398
PT;LT;40-49;Males;10.234130211650744;7.860527134180383;13.324478040866591;;
PT;LT;40-49;Females;10.872669389471353;8.505724891618689;13.898279236521413;;
PT;LT;40-49;Total;10.571578259922918;8.820846101341695;12.669789906965484;;0.7420361793950763
PT;LT;50-59;Males;16.057831920977403;11.97792208405265;21.527437246036722;;
PT;LT;50-59;Females;14.438833042011334;11.500355244869784;18.128126929651103;;
PT;LT;50-59;Total;15.027485042823292;12.538821507425983;18.010090228857244;;0.5745429079976606
PT;LT;Total;Males;12.520489970216232;10.285959690629774;15.240451431779547;0.02518901000267439;
PT;LT;Total;Females;12.665055198261136;10.71407898145676;14.971293701737471;0.09671931954860272;
PT;LT;Total;Total;12.604135598287826;11.087221557512878;14.328588398450238;0.007101540279106812;0.9305310939236838
PT;NL;40-49;Males;11.00393186646338;9.38281951765284;12.90513115955775;;
PT;NL;40-49;Females;8.905233865490992;7.854123088518086;10.097013925720196;;
PT;NL;40-49;Total;9.657310408703866;8.743848017453686;10.666201441733147;;0.040958415744820745
PT;NL;50-59;Males;13.160049104757471;11.264739611565066;15.374247289464527;;
PT;NL;50-59;Females;10.047584851194856;8.825211790860505;11.439267831114204;;
PT;NL;50-59;Total;11.224045155224125;10.152517915840317;12.40866459836067;;0.009013649364645793
PT;NL;Total;Males;12.060246750146856;10.787052600767652;13.483715807974926;0.11524768278245359;
PT;NL;Total;Females;9.440784423022981;8.624346709232926;10.334511531937318;0.19013714484321448;
PT;NL;Total;Total;10.403634100802092;9.693322327665687;11.165996429774875;0.03691740884426395;8.348580709600696e-4
PT;NO;40-49;Males;;;;;
PT;NO;40-49;Females;;;;;
PT;NO;40-49;Total;13.03463249289585;10.87992735569128;15.616064213515259;;
PT;NO;50-59;Males;;;;;
PT;NO;50-59;Females;;;;;
PT;NO;50-59;Total;16.87791437892955;14.087891043987103;20.22048530138658;;
PT;NO;Total;Males;;;;;
PT;NO;Total;Females;;;;;
PT;NO;Total;Total;14.832309704692268;13.050570353361342;16.857302418146443;0.04748964845123267;
PT;PT;40-49;Males;9.613055097355828;7.45529440917022;12.395329175884852;;
PT;PT;40-49;Females;4.9023915239990785;3.8019934089930434;6.321274149957893;;
PT;PT;40-49;Total;6.864907852914946;5.728027942622098;8.227431901709643;;2.421126395409539e-4
PT;PT;50-59;Males;9.576901461657872;7.427255872476072;12.348711715478895;;
PT;PT;50-59;Females;8.11883931266689;6.296472528626809;10.468647561824717;;
PT;PT;50-59;Total;8.817784533568773;7.35749368855056;10.567909042374211;;0.36781394836923287
PT;PT;Total;Males;9.59496125124353;8.01298563865741;11.48926075303564;0.9836082713303793;
PT;PT;Total;Females;6.308861151676168;5.268683476768917;7.55439745177815;0.0059577612072173585;
PT;PT;Total;Total;7.780313508452477;6.84394887554534;8.844788204965175;0.05531911819695359;0.0012616893239361584
PT;RO;40-49;Males;12.148106828828023;9.430851878512252;15.648268197368692;;
PT;RO;40-49;Females;8.106174098393403;6.2930074867275465;10.441757562191343;;
PT;RO;40-49;Total;9.923440377226141;8.286007540346015;11.884453211135975;;0.026803859923259274
PT;RO;50-59;Males;10.814260158253678;8.395356343604533;13.930108262704346;;
PT;RO;50-59;Females;10.94785497031261;8.499069037443844;14.102194948994782;;
PT;RO;50-59;Total;10.880852532030351;9.085440401567485;13.031063612872888;;0.9464111958006309
PT;RO;Total;Males;11.4617968782039;9.578885386482195;13.714830314453815;0.5243146891736525;
PT;RO;Total;Females;9.420468055957505;7.872900275054795;11.272239618543637;0.09996269063141494;
PT;RO;Total;Total;10.391125605774997;9.145210105485196;11.806780829478187;0.4789993070052617;0.12983458054167477
PT;SK;40-49;Males;10.219297002654713;7.925458351996545;13.177033628870063;;
PT;SK;40-49;Females;8.8713818148062;6.880098218071301;11.43899589941269;;
PT;SK;40-49;Total;9.521516979423735;7.944682795870536;11.41131596047826;;0.440559792920999
PT;SK;50-59;Males;8.902615835186353;6.90432140364111;11.47926987685039;;
PT;SK;50-59;Females;7.56002332500366;5.863089211212291;9.748095349683732;;
PT;SK;50-59;Total;8.203900497175459;6.845273424370692;9.832183346824193;;0.3727529633594394
PT;SK;Total;Males;9.538263747679999;7.96563617367198;11.421369660468367;0.4519996804826937;
PT;SK;Total;Females;8.189496531835662;6.839247848857025;9.80632007014583;0.38311783373810127;
PT;SK;Total;Total;8.838188608609729;7.774508176828394;10.047397996721276;0.2542011744312706;0.24087868800714693
PT;SI;40-49;Males;10.399782811336694;8.040416462257818;13.451477672911878;;
PT;SI;40-49;Females;10.311776271551032;8.116878372084505;13.100199978383497;;
PT;SI;40-49;Total;10.3525076067452;8.677286115705089;12.351144392224365;;0.9621914069072852
PT;SI;50-59;Males;10.960955789840163;8.428299315016327;14.254661271079677;;
PT;SI;50-59;Females;7.0839823254076615;5.590124481599706;8.977046173456142;;
PT;SI;50-59;Total;8.615045057129777;7.216103445137502;10.285190879073097;;0.015586249160116271
PT;SI;Total;Males;10.670815265897355;8.874998544450783;12.83000756209752;0.7793824578479003;
PT;SI;Total;Females;8.529965720081139;7.20544011417747;10.097969594195321;0.028859340512009155;
PT;SI;Total;Total;9.447215516795342;8.33496501391296;10.707889099930263;0.14994394010105477;0.07899787789367578
PT;SE;40-49;Males;12.291490495085517;9.522778060823137;15.865195810067883;;
PT;SE;40-49;Females;10.941766784776151;8.519534664347445;14.052676007463699;;
PT;SE;40-49;Total;11.583687185052039;9.67575382454549;13.867840297956514;;0.5235303044346817
PT;SE;50-59;Males;10.923743648012618;8.370884443877138;14.25514544938896;;
PT;SE;50-59;Females;8.216297439969553;6.445033656113588;10.474350829497126;;
PT;SE;50-59;Total;9.350966683368545;7.805194222084007;11.202870220200834;;0.12126857239464098
PT;SE;Total;Males;11.616207181603448;9.657552680131797;13.97209766854661;0.530625854694367;
PT;SE;Total;Females;9.440846941457615;7.927786392295299;11.242683210870958;0.10731676801505435;
PT;SE;Total;Total;10.412048200027865;9.163624041342919;11.83055385408588;0.099846628190898;0.10983633766181823
PT;UK;40-49;Males;8.103511245114488;6.321707597442776;10.387524808369841;;
PT;UK;40-49;Females;6.52349638639942;5.02730122950819;8.464980147515341;;
PT;UK;40-49;Total;7.3086549722137715;6.0982872313498335;8.759252471458538;;0.23752384233110835
PT;UK;50-59;Males;8.247776671076908;6.421926242369043;10.592743897797526;;
PT;UK;50-59;Females;6.069047360832336;4.671932829781459;7.883960923673836;;
PT;UK;50-59;Total;7.190695305459638;5.997683854894882;8.62101108142945;;0.09677080928549789
PT;UK;Total;Males;8.174770901827918;6.8508785658155835;9.754497712282369;0.921836201531151;
PT;UK;Total;Females;6.293129032644393;5.229983979795463;7.572388973753718;0.7014601296619134;
PT;UK;Total;Total;7.249553414956066;6.37624710710076;8.242469878209917;0.9009667079099426;0.04507227772828365
TT;AT;40-49;Males;1.7153089415979152;1.3488010607392946;2.1814075112849163;;
TT;AT;40-49;Females;1.941890929706169;1.5773280173542386;2.390714132625596;;
TT;AT;40-49;Total;1.8414635678736342;1.5662687928005454;2.1650103018031053;;0.44417385130887344
TT;AT;50-59;Males;2.3016829457572068;1.8235048053324088;2.9052538645895374;;
TT;AT;50-59;Females;1.5422333428830592;1.2460987530663723;1.9087441328765764;;
TT;AT;50-59;Total;1.8511703940536528;1.5745249968265946;2.17642262569818;;0.012941631523054921
TT;AT;Total;Males;1.996256640083396;1.688128848384677;2.3606258354569456;0.08506541029474667;
TT;AT;Total;Females;1.7355729737325425;1.4949982403179722;2.014860931548756;0.1293803009271249;
TT;AT;Total;Total;1.8463106018695996;1.6455901478523873;2.071513883955183;0.964092298067323;0.22166504331986356
TT;BE;40-49;Males;2.0723600639768502;1.6120645048340347;2.664084608207585;;
TT;BE;40-49;Females;1.40858848983483;1.1528323762779369;1.7210841528420207;;
TT;BE;40-49;Total;1.6367918121077376;1.3930801983936207;1.923139413848695;;0.018515948990194785
TT;BE;50-59;Males;1.7750627097201312;1.3942093055232683;2.2599530866396083;;
TT;BE;50-59;Females;1.0896095566810355;0.8869531331694652;1.338570147182514;;
TT;BE;50-59;Total;1.3378931963026959;1.138686365332426;1.5719501516912315;;0.002577004070648093
TT;BE;Total;Males;1.912144903811052;1.6059681780383692;2.2766940112329066;0.3836995803102239;
TT;BE;Total;Females;1.243123746522372;1.07651822514962;1.4355136894714782;0.07973475139096126;
TT;BE;Total;Total;1.479815065872391;1.3195416422386863;1.6595555298032765;0.08302254121780625;1.9117757581970033e-4
TT;DK;40-49;Males;2.18575976847769;1.7514608816151478;2.7277490554570227;;
TT;DK;40-49;Females;1.4737576949641533;1.177763178299862;1.8441413210093298;;
TT;DK;40-49;Total;1.7990591383476124;1.5297046491278856;2.115842287017504;;0.014247806324158771
TT;DK;50-59;Males;2.493847601634033;1.9983332944287218;3.1122315168920656;;
TT;DK;50-59;Females;1.6101158826351651;1.2781864860733325;2.028243283558923;;
TT;DK;50-59;Total;2.0220384329817094;1.7152999931384585;2.3836293597682614;;0.007363019621824404
TT;DK;Total;Males;2.3347273409043368;1.9954954525962951;2.731628252659821;0.4093280493721104;
TT;DK;Total;Females;1.5384337969168378;1.309373429016165;1.8075657372047829;0.589889756736238;
TT;DK;Total;Total;1.9057051346037899;1.696745108777901;2.140399309988893;0.32151854278572933;2.8109408042477574e-4
TT;FI;40-49;Males;3.469182968858714;2.7540022655100542;4.370087353283416;;
TT;FI;40-49;Females;3.0381447945531925;2.4508818377254684;3.7661235440207217;;
TT;FI;40-49;Total;3.2310491337551204;2.748189817325323;3.7987472477065416;;0.40954721893275636
TT;FI;50-59;Males;3.106509857775792;2.4611276995855147;3.921130747536352;;
TT;FI;50-59;Females;3.0903544609445115;2.496954730026253;3.824775267022655;;
TT;FI;50-59;Total;3.097710874828658;2.6347780955370754;3.641981341914759;;0.9741773395805267
TT;FI;Total;Males;3.2844183401791893;2.78667589299362;3.8710651139687875;0.5092328649151874;
TT;FI;Total;Females;3.0643318030015845;2.6330700186356895;3.566228521242433;0.9121291761083463;
TT;FI;Total;Total;3.16367761295916;2.81974046273415;3.5495664125888817;0.7181963064781762;0.543235959781688
TT;FR;40-49;Males;2.031603997923777;1.6571930471049654;2.4906059143744685;;
TT;FR;40-49;Females;1.8620486790113584;1.5199190342663784;2.2811907771662825;;
TT;FR;40-49;Total;1.944696146349898;1.677152655236798;2.2549188291355526;;0.5525305939389711
TT;FR;50-59;Males;1.6319922008751206;1.33122701618215;2.000709504345569;;
TT;FR;50-59;Females;0.9965152738080697;0.8128642121084286;1.2216587667908172;;
TT;FR;50-59;Total;1.2752666995211934;1.0995477626503585;1.4790673130811702;;7.921931800151013e-4
TT;FR;Total;Males;1.8208684411231577;1.5760726611216826;2.1036859287430385;0.13616467991268813;
TT;FR;Total;Females;1.363614216068898;1.1805764842068711;1.5750302967574328;2.0545809880055953e-5;
TT;FR;Total;Total;1.5753601765746932;1.417872756068309;1.7503402017676428;7.927680977760274e-5;0.005471614658563193
TT;GR;40-49;Males;;;;;
TT;GR;40-49;Females;;;;;
TT;GR;40-49;Total;0.6230831927276389;0.529967454753793;0.7325594460135845;;
TT;GR;50-59;Males;;;;;
TT;GR;50-59;Females;;;;;
TT;GR;50-59;Total;0.21297204305357004;0.18114475387583195;0.25039141433542317;;
TT;GR;Total;Males;;;;;
TT;GR;Total;Females;;;;;
TT;GR;Total;Total;0.3636680623123112;0.324169376628304;0.4079794980067949;4.573465642259988e-20;
TT;HU;40-49;Males;3.407990852302139;2.7355897721843085;4.245666425379714;;
TT;HU;40-49;Females;1.6768561638471666;1.350534432192327;2.082025105918815;;
TT;HU;40-49;Total;2.3775401798915947;2.0285987150246316;2.7865034445367476;;6.653472329195986e-6
TT;HU;50-59;Males;3.1528945369086716;2.54947280449075;3.8991370856588445;;
TT;HU;50-59;Females;1.5942539974741068;1.2881305721284744;1.9731274635166975;;
TT;HU;50-59;Total;2.2447908430658394;1.922672932938257;2.620875263174084;;9.050647982096448e-6
TT;HU;Total;Males;3.2736342598689356;2.8089126480915185;3.81524191386619;0.6178296843387823;
TT;HU;Total;Females;1.634417277065029;1.4036027960156285;1.9031878841732655;0.7444828194603048;
TT;HU;Total;Total;2.308594098649085;2.065078363461498;2.580825409154866;0.6115960887388913;2.990323771608146e-10
TT;IE;40-49;Males;0.9685104014838867;0.7753865471665049;1.2097351975092399;;
TT;IE;40-49;Females;0.6416847823386481;0.5137309284283763;0.80150782656724;;
TT;IE;40-49;Total;0.7883390045969464;0.6705268584126417;0.9268508462735535;;0.010313307505308643
TT;IE;50-59;Males;0.9486760828100572;0.7588278233826398;1.186021759302328;;
TT;IE;50-59;Females;0.4229835558854156;0.3383364426016038;0.5288082098804404;;
TT;IE;50-59;Total;0.6357793673927131;0.5405907084374584;0.7477291002108347;;5.430133005098285e-7
TT;IE;Total;Males;0.9585817696839185;0.818529267651565;1.1225976217157154;0.8975964129579831;
TT;IE;Total;Females;0.5214180513723996;0.44523685847988614;0.6106340459440478;0.009550169355984862;
TT;IE;Total;Total;0.7081142204538435;0.6310593022622725;0.7945778588658831;0.06581414058747179;9.330824918517623e-8
TT;LV;40-49;Males;2.020050640533112;1.6269421335178937;2.5081436556657684;;
TT;LV;40-49;Females;1.8484755902820547;1.4702937948899224;2.323931461687494;;
TT;LV;40-49;Total;1.9371682725840065;1.64767105072582;2.2775304055096597;;0.5807330777175044
TT;LV;50-59;Males;1.7275181211606148;1.3818086483759735;2.159719337728666;;
TT;LV;50-59;Females;1.1634070250194677;0.9322442123349259;1.4518898459820875;;
TT;LV;50-59;Total;1.415436475418418;1.2039086834606316;1.664129882497378;;0.013764562536379255
TT;LV;Total;Males;1.8726386869039886;1.6025196386401082;2.1882887217939686;0.3240922135148845;
TT;LV;Total;Females;1.4553795695722598;1.240743670873334;1.7071452720265972;0.0043910521391727015;
TT;LV;Total;Total;1.65588001740425;1.4758621002916856;1.8578555757321702;0.0072208678430175244;0.026716106406643514
TT;LT;40-49;Males;1.4040718217492705;1.1146189211543454;1.768692100245915;;
TT;LT;40-49;Females;1.1949746569860902;0.9639901589285982;1.481306025391481;;
TT;LT;40-49;Total;1.2878133018008915;1.0953579645853644;1.5140832074226136;;0.31618331143513956
TT;LT;50-59;Males;1.5768137364006036;1.2201152740779482;2.037792339892296;;
TT;LT;50-59;Females;0.7933285037738191;0.6501217487216802;0.9680803882311628;;
TT;LT;50-59;Total;1.0271269792982178;0.8736295205535592;1.2075940736684432;;3.3915534159327e-5
TT;LT;Total;Males;1.4789221954783243;1.245236764073455;1.7564618419420566;0.509827263957481;
TT;LT;Total;Females;0.9586448242594271;0.8281260048853722;1.1097343805869182;0.006121492246591952;
TT;LT;Total;Total;1.1501077282493228;1.0250745159885328;1.2903918358590971;0.05279586465607745;1.6878220996186804e-4
TT;NL;40-49;Males;1.7116200714499201;1.4888521416472948;1.9677194175566792;;
TT;NL;40-49;Females;1.010896045021521;0.905696674070336;1.1283146367840056;;
TT;NL;40-49;Total;1.2368847689216236;1.1317456674999835;1.3517912862611603;;6.283251294925614e-9
TT;NL;50-59;Males;1.5067767742153084;1.3151078024928453;1.7263803340008257;;
TT;NL;50-59;Females;1.0302112628549969;0.9196814837538296;1.1540248062636589;;
TT;NL;50-59;Total;1.2041464541210463;1.1008333717345424;1.3171554571311979;;2.6177305718370463e-5
TT;NL;Total;Males;1.6034259173019612;1.4543148820880984;1.767825320321444;0.199673322915582;
TT;NL;Total;Females;1.02019647384384;0.9425779225268626;1.1042066871810732;0.8143278632859401;
TT;NL;Total;Total;1.2205651538398867;1.1455024453209004;1.3005465862195;0.6770513396400196;1.8694750827403363e-12
TT;NO;40-49;Males;;;;;
TT;NO;40-49;Females;;;;;
TT;NO;40-49;Total;1.4466322657033754;1.2308396682726432;1.7002579345781355;;
TT;NO;50-59;Males;;;;;
TT;NO;50-59;Females;;;;;
TT;NO;50-59;Total;1.1778717502496299;1.0021698732400868;1.3843779353999355;;
TT;NO;Total;Males;;;;;
TT;NO;Total;Females;;;;;
TT;NO;Total;Total;1.3053533156856896;1.1637097123969113;1.46423739582097;0.07784766124139846;
TT;PT;40-49;Males;2.462362266532124;1.971359907745089;3.0756575234283603;;
TT;PT;40-49;Females;2.8007308222185157;2.242256767150428;3.498302805210604;;
TT;PT;40-49;Total;2.6261024152428636;2.2336484584609995;3.0875108700390936;;0.4222915238145316
TT;PT;50-59;Males;2.7883133249619947;2.2323153557753606;3.482792508704575;;
TT;PT;50-59;Females;2.48508269201476;1.9895498128180171;3.1040368762640314;;
TT;PT;50-59;Total;2.6323353099058666;2.2389498874818017;3.094838889659399;;0.47305305003453313
TT;PT;Total;Males;2.6202743212601147;2.2381497228898177;3.0676399565397414;0.438481441126786;
TT;PT;Total;Females;2.6381902303070404;2.253452886586592;3.0886146911330443;0.4561432347053971;
TT;PT;Total;Total;2.629217015590929;2.3433834009516605;2.9499151151559553;0.9838044484692567;0.9522215123979809
TT;RO;40-49;Males;0.8900400780167663;0.7131938295313051;1.1107377933943832;;
TT;RO;40-49;Females;0.7250779487605636;0.581008801466026;0.9048710285494164;;
TT;RO;40-49;Total;0.8033358165070755;0.6837223954555777;0.9438749386775336;;0.19963744659197388
TT;RO;50-59;Males;0.6829237252943128;0.5472303988891394;0.8522640838604885;;
TT;RO;50-59;Females;0.45181484719388837;0.36204163056041677;0.563848571306141;;
TT;RO;50-59;Total;0.5554773430023325;0.47276903603053666;0.6526550071460285;;0.009753729286140416
TT;RO;Total;Males;0.779634199955629;0.6663546845249162;0.9121711002509293;0.09745905518851346;
TT;RO;Total;Females;0.5723643792401069;0.48920081415559663;0.6696656529249259;0.0030865349760855173;
TT;RO;Total;Total;0.6680081173847822;0.5956585715141652;0.7491453430404453;0.0015187105447670112;0.006376007693416186
TT;SK;40-49;Males;1.5249328475212687;1.220856702714489;1.9047445816359254;;
TT;SK;40-49;Females;1.6041420416021066;1.2842713479346974;2.0036822387835596;;
TT;SK;40-49;Total;1.5640360901618877;1.3303010505187733;1.8388385774595486;;0.7523102535053661
TT;SK;50-59;Males;1.7228542215187503;1.3793119661367799;2.1519618052169025;;
TT;SK;50-59;Females;1.5657117638693394;1.2535041818699806;1.9556802146936232;;
TT;SK;50-59;Total;1.6424046767054281;1.3969579605877427;1.930976592115159;;0.5511333308726599
TT;SK;Total;Males;1.6208753788877888;1.3844969401341187;1.897611267837203;0.44693914326891526;
TT;SK;Total;Females;1.5848104194047319;1.3536914712493882;1.8553888524803228;0.8798778627087527;
TT;SK;Total;Total;1.602741460441439;1.4285004669237422;1.7982354563382064;0.6754687027780807;0.8431564001115941
TT;SI;40-49;Males;2.747811035954254;2.193918624052632;3.441543093957005;;
TT;SI;40-49;Females;1.5629746874668258;1.2676837946662447;1.9270498557609037;;
TT;SI;40-49;Total;2.0305717172159596;1.734126951425132;2.377692991489951;;3.2323254779252213e-4
TT;SI;50-59;Males;2.685827588372403;2.134246665199137;3.379960691558228;;
TT;SI;50-59;Females;1.589659894659254;1.2921576397734824;1.9556581201122343;;
TT;SI;50-59;Total;2.010989322913732;1.7163672750631866;2.356184550724525;;8.97366466061645e-4
TT;SI;Total;Males;2.717290965339226;2.312708285563752;3.19265090042012;0.8894499080023287;
TT;SI;Total;Females;1.5764012744240072;1.360035789130336;1.8271879298078424;0.9103116188309969;
TT;SI;Total;Total;2.0207941706824153;1.8059139884216926;2.261242288639098;0.932303268332529;1.0649153211995097e-6
TT;SE;40-49;Males;1.7145315773037537;1.3714209607482066;2.143483739644703;;
TT;SE;40-49;Females;0.7761399024353911;0.6235384423855546;0.9660882268104629;;
TT;SE;40-49;Total;1.1445677637308502;0.9744570375135228;1.3443746777329417;;6.879031386529603e-7
TT;SE;50-59;Males;1.4382335959874013;1.1394383741287804;1.8153819667592361;;
TT;SE;50-59;Females;1.0593907256058457;0.8566375477024278;1.3101325204689012;;
TT;SE;50-59;Total;1.217193321541472;1.0356258875377344;1.4305934216531244;;0.05731014288141096
TT;SE;Total;Males;1.576125288622072;1.3409991791043256;1.8524775884599918;0.28570906437422083;
TT;SE;Total;Females;0.9110241947880516;0.7819213834579931;1.0614431336034766;0.04561544116561838;
TT;SE;Total;Total;1.1801780240001714;1.0523572058682393;1.3235241423408255;0.5968807019801748;1.3742965351767522e-6
TT;UK;40-49;Males;0.9052811295346326;0.7285095648425018;1.1249460035142806;;
TT;UK;40-49;Females;0.8031143432479828;0.6394202048226806;1.0087148380140778;;
TT;UK;40-49;Total;0.8551229671692805;0.7273303913532319;1.0053688085546615;;0.45600782191477574
TT;UK;50-59;Males;0.8966752440455393;0.7203746170547978;1.1161227425965323;;
TT;UK;50-59;Females;0.7092006393978474;0.5641044463451713;0.8916177672078739;;
TT;UK;50-59;Total;0.7974269658832234;0.6780364864336197;0.9378400405299981;;0.14664157663436517
TT;UK;Total;Males;0.9010010116541933;0.7719640115976005;1.051607083757482;0.9515927932796631;
TT;UK;Total;Females;0.7548961176730539;0.6420621974859971;0.8875591036338463;0.450487989808961;
TT;UK;Total;Total;0.8258290251562783;0.7359647262401267;0.9266661219957052;0.5501344470913254;0.1213123420241265
